Category,thread_id,post_id,title,author,time,content,nesting_level,is_first_post,page_num,url
divorce,10,11,I like Pizza,ILovePizzaToo,2025/2/21 5:53,"reply to this post rate flag I like Pizza < ILovePizzaToo > 2025-02-21 05:53 Either way, she's getting a portion of something. Put the $270K in the 529B. Since your FIL is transitioning to a new job this makes it a great opportunity to cash out the $270 without raising red flags, and he hasn't been able to manage the funds as good as you think you could. As for the $660K I would just expect her to get half of it. It may not go that way but worst case scenario it gets split 50/50 even though it was inherited. You seem to have a couple extra dollars laying around. I would consult a good attorney and get some good legal advice you have a few years to plan. Also keep in mind your wife could also be planning a divorce without your knowledge. Stay on move ahead. https://forums.craigslist.org/?ID=333952318",1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=333952318
divorce,10,12,I doubt she is planning although I definitely -,westst,2025/3/21 10:04,"reply to this post rate flag I doubt she is planning although I definitely - < westst > 2025-03-21 10:04 would be OK with it. She is the product of 5 divorces between her parents. I know, I know... She is likely seeing the longevity of our marriage (13 years) as a ""job well done,"" and has no issues with its state. https://forums.craigslist.org/?ID=334264875",2,FALSE,1,https://forums.craigslist.org/?act=Q&ID=334264875
divorce,13,13,Why Melania wasn't with Trump at the game?,flyer987,2025/2/10 14:31,"reply to this post rate flag Why Melania wasn't with Trump at the game? < flyer987 > 2025-02-10 14:31 Trump said he always wanted to date Ivanka. S-O-O-O Musk & Melania was missing, was he in Mar-A-Lago? At election time, Musk was at Mar-A-Lago for 2-3 weeks at a time, IS HE GRABBING PUSSY ?????. https://forums.craigslist.org/?ID=333833164",0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=333833164
divorce,13,14,Congratulations...,mike56427,2025/3/26 14:59,reply to this post rate flag Congratulations... < mike56427 > 2025-03-26 14:59 ...dumbest comment of the day. https://forums.craigslist.org/?ID=334319555,1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=334319555
divorce,15,15,Alimony/child support question,SignHere2208,2024/12/16 13:41,"reply to this post rate flag Alimony/child support question < SignHere2208 > 2024-12-16 13:41 STILL working out divorce. In the meantime, STBX got his now ex gf knocked up, so he took what he was providing me for alimony/child support, and evenly divided it in 3 (we have 2). My question is, since he lumped the alimony/child support together, then divided that, can I ask for the difference back? Also, I would argue that if you have more kids, you pay more for said kids. Not spread out what your currently paying between them all. Thoughts/experiences? https://forums.craigslist.org/?ID=333253891",0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=333253891
divorce,15,16,The laws vary from state to state.,WIA1968,2024/12/16 16:32,"reply to this post rate flag The laws vary from state to state. < WIA1968 > 2024-12-16 16:32 Search the web for the child support worksheet for the state that you live in, fill out the worksheet and do the calculations. You'll probably need a lawyer if you are trying to get awarded alimony/maintenance. https://forums.craigslist.org/?ID=333255650",1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=333255650
divorce,15,17,But necessarily so for child support,nobodyatdevnull,2024/12/17 8:11,"reply to this post rate flag But necessarily so for child support < nobodyatdevnull > 2024-12-17 08:11 In most cases it is a very by the book calculation. If you agree on everything else but this, she can let the judge decide which would mean that the judge will do the math for them and rule it as final. I would lawyer up if visitation rights (or alimony) are at stake, for child support it should be a straightforward ruling. There are two paths to a divorce; everybody agrees to everything, the agreement is presented to the judge to sanity check, and if there are no issues he looks everybody in the eye and asks ""are you sure and do you understand what this entails?"". The other path is when there is a disagreement or three, which then a trial/hearing is scheduled for both parties to present their case for the judge to rule. https://forums.craigslist.org/?ID=333259684",2,FALSE,1,https://forums.craigslist.org/?act=Q&ID=333259684
divorce,15,18,Re: Alimony/child support question,happyautoexport,2025/1/11 22:15,"reply to this post rate flag Re: Alimony/child support question < happyautoexport > 2025-01-11 22:15 Hi , I understand your frustration; this is a complicated situation. Alimony and child support are calculated based on legal guidelines, and your STBX cannot just divide the payments as he sees fit. Generally, the court looks at his total income and determines the amounts for alimony and child support separately, according to state guidelines. If he's adjusting payments without court approval, you should definitely consult an attorney or your local child support agency. They can calculate the proper amounts and help enforce what you're legally entitled to. You're right—having more children doesn’t reduce his responsibility to your two kids. Instead, his overall obligations might increase, but only through proper legal recalculation. Hope this helps! https://forums.craigslist.org/?ID=333482309",1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=333482309
divorce,15,19,If alimony and CS were,-,2025/1/16 10:42,"reply to this post rate flag If alimony and CS were < - > 2025-01-16 10:42 ordered by the court, he can't do that. File a contempt charge. He has to follow the court rulings. If not ordered by the court, you'll just have to tough it out until it is. https://forums.craigslist.org/?ID=333529559",1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=333529559
divorce,20,20,help with divorce,brotherjoe,2024/12/14 4:39,reply to this post rate flag help with divorce < brotherjoe > 2024-12-14 04:39 i need help to file a response. anybody can recommend an attorney that will return my calls. https://forums.craigslist.org/?ID=333232997,0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=333232997
divorce,20,21,There are two answers,BadCLOpinions,2025/3/8 8:39,"reply to this post rate flag There are two answers < BadCLOpinions > 2025-03-08 08:39 The ""kind"" answer is this: - Find someone who has been divorced in the past 3-5 years and get a referral for whom they used. The real answer is this: - Divorce attorneys are a total and complete joke. The family courts dictate what will happen in the divorce- regardless of what is fair or what agreements existed. Yes, this included prenups. In summary, you are screwed. You should never have signed that marriage contract, but you did and this is the price. You will pay for that mistake for the rest of your life - one way or another. That is how marriage was designed. It is a legal threat plain and simple. If it is at all possible to do one of those $1,500 DIY divorces with your STBX, do that. Give her 70% of everything and walk away. She will not be able to get wealthy again, you will. Once the divorce is over, get busy grinding. And never forget..... The best revenge is a life well-lived. Good luck. https://forums.craigslist.org/?ID=334124997",1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=334124997
divorce,22,22,Will I ever be free of you?,Carlcom,2024/11/17 10:56,"reply to this post rate flag Will I ever be free of you? < Carlcom > 2024-11-17 10:56 That is the book I just read. My favorite line, ""How great would it be to have a relationship with someone who was into healing with you and not just stomping you into the ground?"" https://forums.craigslist.org/?ID=332992004",0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=332992004
divorce,22,23,Not until you put them books down,-,2024/11/17 22:30,reply to this post rate flag Not until you put them books down < - > 2024-11-17 22:30 Put the books down and get a hobby. That will go a lot further in getting you over your ex. https://forums.craigslist.org/?ID=332997151,1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=332997151
divorce,22,24,A long way to go before she's my Ex.,Carlcom,2024/11/18 21:36,"reply to this post rate flag A long way to go before she's my Ex. < Carlcom > 2024-11-18 21:36 I am suffering PTSD. Next book is Healing from Toxic Relationships. She is pushing me to accept terms that are closer to what I said I would. When I was an abuse victim, trying to make it work, afraid of making her mad, anything she asked for sounded better than another argument. Thanks to the temp restraining orders, it is printed clearly in the order that many of her actions are Assault. I gave her a very fair offer, but to someone who sees herself as the victim, it is too much. I am looking forward to having a judge decide: then she can blame the judge for being unfair. https://forums.craigslist.org/?ID=333008035",2,FALSE,1,https://forums.craigslist.org/?act=Q&ID=333008035
divorce,22,25,She's your ex when you say she is,-,2024/11/21 9:01,"reply to this post rate flag She's your ex when you say she is < - > 2024-11-21 09:01 So what if the paperwork takes time? She is your ex. That is unless you keep wallowing, at which point you are dragging her back into your life every time you do that. Seriously, put the books down. Get a hobby and learn to release stress. Calm your mind so the 10 minutes you have to spend dealing with the divorce do not fuck up the other 1,430 minutes of your day. My divorce was long and full of unnecessary bullshit but I gained an ungodly amount of relief the second I said ""I can't do this anymore, we need to split now"". On that instance she became my ex partner even if the paperwork took longer. https://forums.craigslist.org/?ID=333033568",3,FALSE,1,https://forums.craigslist.org/?act=Q&ID=333033568
divorce,22,26,"In that case, she is my Ex, but the mother of",Carlcom,2024/11/24 21:01,"reply to this post rate flag In that case, she is my Ex, but the mother of < Carlcom > 2024-11-24 21:01 our children, who she has cut off from me. I know I could fight for visitation, but if she has convinced them that they should not see me, I won't put them through that. I have emailed them so they know I love them and want to hear from them. https://forums.craigslist.org/?ID=333066102",4,FALSE,1,https://forums.craigslist.org/?act=Q&ID=333066102
divorce,27,27,I really hate the word Narcissist,Carlcom,2024/11/2 0:02,"reply to this post rate flag I really hate the word Narcissist < Carlcom > 2024-11-02 00:02 Seem to hear it all the time, maybe b/c I have recently read several books on it. I have another on hold at the library, Abstract at bottom. She checks All the boxes. Her dad before birth, and her mom had it tough. She told me many times before and after we married that before me, she never wanted to get married b/c no man could be good enough. Hindsight is 20/20, but until recently, I knew nothing about narcs. Years ago in therapy, when the therapist clearly stated her actions were abuse, she said she needed a strong man and could not be with me if I agreed! I said that the label didn't matter and we just need to keep her from getting that mad. The codependent was trying too hard 🙁 2 days ago, she said I needed to move out, or she would, with the kids. Having an unemployed spouse is too much. They are staying at her sister's tonight and did not bother to tell me. Many times in the past, I had agreed to her ""if we ever divorce, to make up for my lack of employment"" terms and we said we didn't need to waste money on lawyers. Recently I gave her quitclaim deeds to the property, with the understanding that I could stay until the kids graduate HS. I feel really bad for my kids. I need a lawyer! Thanks for listening! The Covert Passive Aggressive Narcissist: Finding Healing After Hidden Emotional and Psychological Abuse is the most comprehensive and helpful book on the topic of covert narcissism. This type of narcissism is one of the most damaging forms because the abuse is so hidden and so insidious. You can be in a relationship that can last for decades and not realize you are being psychologically and emotionally controlled, manipulated, and abused. These people are well liked, they are often the pillars of the community. Parents, spouses, bosses, and friends who are covert narcissists come across as the nicest people. They can be spiritual leaders, they are moms who bring over casseroles to needy people, they are the bosses that everyone loves and feels so lucky to work for. These relationships are incredibly confusing and damaging. They leave you questioning your own sanity and reality. Even though they are treating you terribly, you wonder if you are the problem, if you are the one to blame. You are filled with constant self-doubt when it comes to these people in your life. When you are around them you feel confused and muddled inside. You have a hard time seeing clearly. These relationships can bring you to a state of deep depression and complete depletion of energy https://forums.craigslist.org/?ID=332809394",0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=332809394
divorce,27,28,If the shoe fits...,-,2024/11/3 17:33,"reply to this post rate flag If the shoe fits... < - > 2024-11-03 17:33 There has been many instances that people don't appreciate the cluster fuck their partner was until it is over. I guess it is a combo of Stockholm syndrome, conditioning, and the expectation that if you are dealing in good faith the other person must be somehow doing the same. Bottom line you are free now and building a good life is the best revenge you can have. My ex believes that I'm still obsessed with her, the reality is that the few times she comes to mind I just feel sorry for the hell she built for herself. https://forums.craigslist.org/?ID=332828042",1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=332828042
divorce,27,29,Warning sign:,43crossroads,2024/11/3 20:14,"reply to this post rate flag Warning sign: < 43crossroads > 2024-11-03 20:14 Avoid people who exaggerate their own importance or another's blame in their misfortunes. Watching for that tendency in dating can same a lot of trouble later on. Unfortunately, our workplace culture - and society in general - have taught us that it's not so much about how important you are, it's about how important you come across as, If it means going out of your way to notice other peoples' mistakes and criticizing them, so be it. It's not really so much a matter of a narcissist label - or any other label, for that matter. It's a matter of what length the person will go to make themselves feel big, and others around them feel small. https://forums.craigslist.org/?ID=332829366",1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=332829366
divorce,30,30,Trump devalues's women ability to make their,flyer987,2024/11/1 7:05,reply to this post rate flag Trump devalues's women ability to make their < flyer987 > 2024-11-01 07:05 own choices. I WILL PROTECT YOU MY WAY... https://forums.craigslist.org/?ID=332798382,0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=332798382
divorce,30,31,Nuking Russia Is 'So Much Better Than Trump' =P,BalkanGuy,2024/11/24 21:29,"reply to this post rate flag Nuking Russia Is 'So Much Better Than Trump' =P < BalkanGuy > 2024-11-24 21:29 As if U care about 'women' or 'life' or N E thing else. Both disposable puppets of (((Z.O.G.))) ~ B thay (((DemonRat$))) or (((RepubliCants))) R fully dedicated 2 spreading suffering & death, world wide. Now go pray 2 yor ped0-weenie chopper drag phag story hour clowns, U #VaxTard ~> justpaste (dot) it (slash) 367w8 https://forums.craigslist.org/?ID=333066191",1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=333066191
divorce,30,32,Cute claim,BadCLOpinions,2025/3/8 8:42,"reply to this post rate flag Cute claim < BadCLOpinions > 2025-03-08 08:42 Now prove it. be specific. What statute, EO, law, or bill did he write or sign that does as you say. We'll wait. Also - if some clown who you have never met and never will can take away your choices, then what the hell does that say about you? https://forums.craigslist.org/?ID=334125030",1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=334125030
divorce,33,33,"TRUMP...I will protect women, weather they",flyer987,2024/11/1 6:54,"reply to this post rate flag TRUMP...I will protect women, weather they < flyer987 > 2024-11-01 06:54 TRUMP...I will protect women, weather they like it or not. S-O-O-O he is telling you, I will control your body my way. His protection include not letting you get an abortion is you want or need one, to save your life. REMEMBER...if a woman get an abortion, THEY MUST BE PUNISH IN SOME WAY. With all this said, there are no restriction or new laws or punishment for those that did the rapping. You were punished when rapped by your dad, brother, uncle or neighbor, now they want to punish you again. https://forums.craigslist.org/?ID=332798189",0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=332798189
divorce,33,34,Man oh man,BadCLOpinions,2024/12/10 16:33,reply to this post rate flag Man oh man < BadCLOpinions > 2024-12-10 16:33 Did your owners do a number on you. I didn't think that this level of delusion was possible outside a mental health facility. Yet here we are.. https://forums.craigslist.org/?ID=333202733,1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=333202733
divorce,35,35,Post Pix Of Yor Useless Dumpy Unsexy 'Wives' =)),BalkanGuy,2024/10/27 17:00,reply to this post rate flag Post Pix Of Yor Useless Dumpy Unsexy 'Wives' =)) < BalkanGuy > 2024-10-27 17:00 FUN FUN! =D R they (((Vaxxed))) 2? What R their 'views' ROFL! https://forums.craigslist.org/?ID=332737335,0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=332737335
divorce,35,36,Go find your own fapping material in pornhub §,-,2024/11/3 17:34,reply to this post rate flag Go find your own fapping material in pornhub § < - > 2024-11-03 17:34 https://forums.craigslist.org/?ID=332828054,1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=332828054
divorce,37,37,"At political rallies, one person is telling you",flyer987,2024/10/21 5:47,"reply to this post rate flag At political rallies, one person is telling you < flyer987 > 2024-10-21 05:47 what they will do for you as President, the other one is telling you about grabbing pussy and the size of another man's dick, while he sway side-to-side. S-O-O-O if he doesn't get one, he will sure get the other. https://forums.craigslist.org/?ID=332661585",0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=332661585
divorce,37,38,That you keep posting on the wrong forum?,-,2024/10/31 14:53,reply to this post rate flag That you keep posting on the wrong forum? < - > 2024-10-31 14:53 See up there? Where it says Craigslist > Forums > Divorce? Keep clicking around until after Forums you see the word Politics. https://forums.craigslist.org/?ID=332792602,1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=332792602
divorce,39,39,Trump spent 12 minutes at his rally in PA on,flyer987,2024/10/20 6:09,"reply to this post rate flag Trump spent 12 minutes at his rally in PA on < flyer987 > 2024-10-20 06:09 Sat talking about Arnold Palmer's dick. THIS BITCH IS SICK...he want be grabbing pussy anymore, he will be in the club house showers... LATROBE, Pa. (AP) — Donald Trump’s campaign suggested he would begin previewing his closing argument Saturday night with Election Day barely two weeks away. But the former president kicked off his rally with a detailed story about Arnold Palmer, at one point even praising the late, legendary golfer’s genitalia “Arnold Palmer was all man, and I say that in all due respect to women,” Trump said. “This is a guy that was all man.” Then he went even further...“When he took the showers with other pros, they came out of there. They said, ‘Oh my God. That’s unbelievable,’” Trump said with a laugh. “I had to say. We have women that are highly sophisticated here, but they used to look at Arnold as a man.” https://forums.craigslist.org/?ID=332653259",0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=332653259
divorce,39,40,It's Never About Trump.  U Want 2 Kill Whites.,BalkanGuy,2024/10/27 14:25,reply to this post rate flag It's Never About Trump. U Want 2 Kill Whites. < BalkanGuy > 2024-10-27 14:25 Stupid trolls = same old ((($kam))) https://forums.craigslist.org/?ID=332735814,1,FALSE,1,https://forums.craigslist.org/?act=Q&ID=332735814
divorce,41,41,Someone to talk to,zatanaz,2024/9/24 16:23,"reply to this post rate flag Someone to talk to < zatanaz > 2024-09-24 16:23 Hey there, Anyone available to talk about divorce? Going thru a tough one. Just want to talk. Maybe you went or are going thru the same. Male, Hispanic, 48. https://forums.craigslist.org/?ID=332393664",0,TRUE,1,https://forums.craigslist.org/?act=Q&ID=332393664
